filename,microscope,cell_line,culture_medium,formation_method,seeding_density,timepoint,biological_rep,technical_rep,magnification,full_path,mask_path,timepoint_hour,seeding_density_num
NCIH226_DMEMLG_LiquidOverlay-Agarose_3000cells_96h_B1_T11_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,3000cells,96h,B1,T11,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/3000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_3000cells_96h_B1_T11_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/3000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_3000cells_96h_B1_T11_10X.tiff,96,3000
NCIH226_DMEMLG_LiquidOverlay-Agarose_3000cells_96h_B2_T5_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,3000cells,96h,B2,T5,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/3000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_3000cells_96h_B2_T5_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/3000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_3000cells_96h_B2_T5_10X.tiff,96,3000
NCIH226_DMEMLG_LiquidOverlay-Agarose_3000cells_96h_B2_T8_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,3000cells,96h,B2,T8,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/3000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_3000cells_96h_B2_T8_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/3000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_3000cells_96h_B2_T8_10X.tiff,96,3000
NCIH226_DMEMLG_LiquidOverlay-Agarose_3000cells_96h_B1_T1_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,3000cells,96h,B1,T1,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/3000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_3000cells_96h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/3000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_3000cells_96h_B1_T1_10X.tiff,96,3000
NCIH226_DMEMLG_LiquidOverlay-Agarose_3000cells_96h_B2_T10_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,3000cells,96h,B2,T10,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/3000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_3000cells_96h_B2_T10_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/3000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_3000cells_96h_B2_T10_10X.tiff,96,3000
NCIH226_DMEMLG_LiquidOverlay-Agarose_3000cells_96h_B1_T2_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,3000cells,96h,B1,T2,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/3000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_3000cells_96h_B1_T2_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/3000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_3000cells_96h_B1_T2_10X.tiff,96,3000
NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T1_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1000cells,96h,B1,T1,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T1_10X.tiff,96,1000
NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T3_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1000cells,96h,B2,T3,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T3_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T3_10X.tiff,96,1000
NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T6_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1000cells,96h,B2,T6,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T6_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T6_10X.tiff,96,1000
NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T5_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1000cells,96h,B1,T5,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T5_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T5_10X.tiff,96,1000
NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T10_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1000cells,96h,B1,T10,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T10_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T10_10X.tiff,96,1000
NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T12_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1000cells,96h,B1,T12,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T12_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T12_10X.tiff,96,1000
NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T2_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1000cells,96h,B1,T2,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T2_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T2_10X.tiff,96,1000
NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T11_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1000cells,96h,B2,T11,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T11_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T11_10X.tiff,96,1000
NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T10_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1000cells,96h,B2,T10,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T10_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T10_10X.tiff,96,1000
NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T9_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1000cells,96h,B1,T9,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T9_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T9_10X.tiff,96,1000
NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T3_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1000cells,96h,B1,T3,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T3_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T3_10X.tiff,96,1000
NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T5_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1000cells,96h,B2,T5,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T5_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T5_10X.tiff,96,1000
NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T6_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1000cells,96h,B1,T6,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T6_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T6_10X.tiff,96,1000
NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T7_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1000cells,96h,B2,T7,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T7_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T7_10X.tiff,96,1000
NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T8_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1000cells,96h,B2,T8,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T8_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T8_10X.tiff,96,1000
NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T7_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1000cells,96h,B1,T7,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T7_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T7_10X.tiff,96,1000
NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T1_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1000cells,96h,B2,T1,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T1_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T1_10X.tiff,96,1000
NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T4_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1000cells,96h,B1,T4,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T4_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T4_10X.tiff,96,1000
NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T4_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1000cells,96h,B2,T4,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T4_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T4_10X.tiff,96,1000
NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T9_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1000cells,96h,B2,T9,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T9_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T9_10X.tiff,96,1000
NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T11_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1000cells,96h,B1,T11,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T11_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T11_10X.tiff,96,1000
NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T2_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1000cells,96h,B2,T2,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T2_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B2_T2_10X.tiff,96,1000
NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T8_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1000cells,96h,B1,T8,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T8_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1000_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1000cells_96h_B1_T8_10X.tiff,96,1000
NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B2_T8_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1500cells,96h,B2,T8,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B2_T8_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B2_T8_10X.tiff,96,1500
NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B2_T6_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1500cells,96h,B2,T6,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B2_T6_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B2_T6_10X.tiff,96,1500
NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B2_T10_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1500cells,96h,B2,T10,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B2_T10_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B2_T10_10X.tiff,96,1500
NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T10_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1500cells,96h,B1,T10,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T10_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T10_10X.tiff,96,1500
NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T8_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1500cells,96h,B1,T8,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T8_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T8_10X.tiff,96,1500
NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T9_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1500cells,96h,B1,T9,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T9_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T9_10X.tiff,96,1500
NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B2_T9_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1500cells,96h,B2,T9,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B2_T9_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B2_T9_10X.tiff,96,1500
NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T2_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1500cells,96h,B1,T2,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T2_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T2_10X.tiff,96,1500
NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T7_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1500cells,96h,B1,T7,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T7_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T7_10X.tiff,96,1500
NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B2_T7_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1500cells,96h,B2,T7,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B2_T7_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B2_T7_10X.tiff,96,1500
NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T1_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1500cells,96h,B1,T1,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T1_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T1_10X.tiff,96,1500
NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B2_T4_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1500cells,96h,B2,T4,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B2_T4_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B2_T4_10X.tiff,96,1500
NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B2_T2_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1500cells,96h,B2,T2,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B2_T2_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B2_T2_10X.tiff,96,1500
NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T4_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1500cells,96h,B1,T4,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T4_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T4_10X.tiff,96,1500
NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T3_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1500cells,96h,B1,T3,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T3_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T3_10X.tiff,96,1500
NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T6_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1500cells,96h,B1,T6,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T6_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T6_10X.tiff,96,1500
NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T5_10X.ome.tiff,Axiovert200_Images,NCIH226,DMEMLG,LiquidOverlay-Agarose,1500cells,96h,B1,T5,10,/kaggle/input/slimia/Axiovert200/Axiovert200/Images/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T5_10X.ome.tiff,/kaggle/input/slimia/Axiovert200/Axiovert200/Manual segmentations/NCIH226/1500_Cells/NCIH226_DMEMLG_LiquidOverlay-Agarose_1500cells_96h_B1_T5_10X.tiff,96,1500
